"Profil/terminal:

2G/3G/4G
2G/3G/4G/5G
","
Lieu/strate:

Toutes zones d'habitation
Zones denses
Zones intermediaires
Zones rurales
Zones touristiques
Transports - Routes
Transports - TGV
Transports - Intercités & TER
Transports - RER & Transiliens
Transports - Metro","Situation:

Indoor
Outdoor
Tous usages
Incar
Intrain
","Service:

DOWNLOAD
UPLOAD
WEB
VIDEO
VOIX-INTRA
VOIX-INTRA-INTER
SMS","Indicateur:

Taux de fichier reçu
Débit moyen
Taux de fichier envoyé
Taux d'accroche 5G
Chargement Web < 5s
Chargement Web < 10s
Diffusion réussie et de qualite parfaite
Diffusion réussie et de qualite correcte
Communications réussies
Communications réussies et de qualité parfaite
Réception SMS <10s

",Bouygues Telecom,Precision statistique,Free Mobile,Precision statistique.1,Orange,Precision statistique.2,SFR,Precision statistique.3,Volumétrie totale,Moyenne,Precision statistique.4
2G/3G/4G/5G,Transports - Transiliens et RER,intrain,VOIX,Communications réussies et sans perturbations audibles,0.6788052373158756,0.026180460917931768,0.645320197044335,0.026868182239594474,0.7465362673186634,0.02433980859161321,0.648910411622276,0.02657796741553439,9812,0.6798817774154097,0.013054618909354304
2G/3G/4G/5G,Transports - Transiliens et RER,intrain,SMS,Réception SMS <10s,0.8846787479406919,0.01796777083109164,0.8679867986798679,0.019057678791940817,0.9011532125205931,0.01678909649712192,0.8804258804258804,0.01819965835482334,9812,0.8835630528697799,0.018043089633407946
2G/3G/4G/5G,Transports - Transiliens et RER,intrain,WEB,Taux de réussite de l'accès au site internet dans un délai inférieur à 10s,0.874454641191515,0.005632448232249793,0.8601235311840916,0.005900314947929402,0.9089134189381993,0.004886988642084934,0.8545316070068545,0.006030760675786333,53017,0.8745873964954637,0.002819166303700993
2G/3G/4G/5G,Zones rurales,Incar,VOIX,Communications réussies,0.779009608277901,0.022108805348164447,0.7469621157969979,0.02278186509712732,0.8087080656673804,0.020595921144340272,0.7641172265904217,0.02224719810837324,11104,0.7746757925072046,0.010989938479849002
2G/3G/4G/5G,Zones intermediaires,Incar,VOIX,Communications réussies,0.9731270358306189,0.009044809905337535,0.9378029079159935,0.013453540076549688,0.9773645917542442,0.008288838692833882,0.9620355411954766,0.010645839492956966,9882,0.9625581866019024,0.005293471481870366
2G/3G/4G/5G,Zones denses,Incar,VOIX,Communications réussies,0.9925373134328358,0.004608129700982376,0.9566176470588236,0.010827105358155367,0.986019131714496,0.006242464566932415,0.9609720176730486,0.010300293672280815,10834,0.9739708325641498,0.004240135816165705
2G/3G/4G/5G,Zones Touristiques,Incar,VOIX,Communications réussies,0.9446808510638298,0.029228224961365446,0.8770491803278688,0.04120394946766446,0.9416666666666667,0.029652235878472852,0.9057377049180327,0.036663286004934376,1926,0.9169262720664589,0.017431790024526595
2G/3G/4G/5G,Toutes zones d'habitation,Incar,VOIX,Communications réussies,0.9145813282001924,0.00849778764983289,0.87738740863004,0.009871545906447206,0.9223507198489497,0.008058303159585169,0.8931351733899504,0.009300372692529226,33746,0.9017957683873644,0.004490338856377591
2G/3G/4G/5G,Zones rurales,Indoor,VOIX,Communications réussies,0.8443952802359882,0.019293477283573477,0.8515346181299072,0.018618760168432273,0.9193433261955746,0.014259228275689517,0.8335714285714285,0.0195109046433014,11116,0.8623605613530047,0.009057590661290556
2G/3G/4G/5G,Zones intermediaires,Indoor,VOIX,Communications réussies,0.9696969696969697,0.009615221398133643,0.9515738498789347,0.011953129909074387,0.9758064516129032,0.008552180455343963,0.9564516129032258,0.011359592911401019,9880,0.9633603238866397,0.005239173585190476
2G/3G/4G/5G,Zones denses,Indoor,VOIX,Communications réussies,0.9836309523809523,0.006783974960270285,0.9587932303164092,0.010568007373378811,0.9713024282560706,0.008876589890002633,0.9712389380530974,0.00889593760280559,10836,0.9712070874861573,0.0044528215555778555
2G/3G/4G/5G,Zones Touristiques,Indoor,VOIX,Communications réussies,0.946058091286307,0.028521319070534568,0.9098360655737705,0.03593843486665513,0.9795081967213115,0.017776869508890705,0.9262295081967213,0.03279909071391141,1946,0.9403905447070915,0.014876862696061081
2G/3G/4G/5G,Toutes zones d'habitation,Indoor,VOIX,Communications réussies,0.9320038443056223,0.007648144155349604,0.9184539241102994,0.008234737809924042,0.955937794533459,0.006174706448343671,0.9188679245283019,0.008218564764410546,33778,0.9313162413405175,0.003814430608086604
2G/3G/4G/5G,Zones rurales,Outdoor,VOIX,Communications réussies,0.8811445341159208,0.01718071756826278,0.87660485021398,0.01721603131395768,0.9386590584878745,0.01256062417041647,0.8773181169757489,0.01717318427450838,11138,0.8935176871969833,0.008101357121824707
2G/3G/4G/5G,Zones intermediaires,Outdoor,VOIX,Communications réussies,0.9861788617886179,0.0065245905884495515,0.9709677419354839,0.009345187888541854,0.9935483870967742,0.004456294571778547,0.9814066289409863,0.007527916327701423,9894,0.9830200121285627,0.0036002692704300066
2G/3G/4G/5G,Zones denses,Outdoor,VOIX,Communications réussies,0.994069681245367,0.004097297788274968,0.9830882352941176,0.0068529463277970555,0.9970544918998527,0.002882343554199047,0.9859985261606485,0.006251599633741668,10848,0.9900442477876106,0.0026421688786757193
2G/3G/4G/5G,Zones Touristiques,Outdoor,VOIX,Communications réussies,0.9793388429752066,0.01792223623703281,0.9385245901639344,0.030139406953551703,0.9794238683127572,0.017849256956395512,0.9669421487603306,0.022526096724211547,1942,0.9660144181256437,0.01139687055532241
2G/3G/4G/5G,Toutes zones d'habitation,Outdoor,VOIX,Communications réussies,0.9541108986615678,0.006340367603145715,0.9418276024493641,0.0070406096298303075,0.9757247230732972,0.004630898973275849,0.9476168003775366,0.00670792166203972,33822,0.9548223050085743,0.0031303632687594094
2G/3G/4G/5G,Zones rurales,Tous usages,VOIX,Communications réussies,0.8457474195362844,0.011094014939718866,0.8424626117691132,0.011015270993141271,0.9073426935383089,0.008764965811817344,0.8365779577093676,0.011181195888625315,33358,0.8581321418266976,0.005295294975418621
2G/3G/4G/5G,Zones intermediaires,Tous usages,VOIX,Communications réussies,0.9757626114164607,0.004969425415930312,0.9557433235706275,0.006611801785510061,0.9819801201310837,0.0042764862930059645,0.9657006062978544,0.005852496140469779,29656,0.969779863753158,0.002755494654366411
2G/3G/4G/5G,Zones denses,Tous usages,VOIX,Communications réussies,0.9885949221777379,0.0032771798399691145,0.966528968099381,0.005519772863066854,0.9823392333804022,0.004043658810406474,0.9744476473589396,0.004847303604961663,32518,0.9779467650996405,0.0022573708611971157
2G/3G/4G/5G,Zones Touristiques,Tous usages,VOIX,Communications réussies,0.9569221351455274,0.01485112092267522,0.9139344262295083,0.020317617656895607,0.9731731655760193,0.0117454224805965,0.936385087838143,0.017705220982174266,5814,0.9450211237398369,0.008286139547713544
2G/3G/4G/5G,Toutes zones d'habitation,Tous usages,VOIX,Communications réussies,0.9364691097400325,0.004275683234140582,0.9194007309766111,0.004728896876584612,0.9569355915993202,0.0035273198123162877,0.9241620912883215,0.004601304611026371,101346,0.9342315170710109,0.002158260847469198
2G/3G/4G/5G,Zones rurales,Incar,VOIX,Communications réussies et sans perturbations audibles,0.565410199556541,0.02641367057217604,0.5025017869907077,0.02620063288257778,0.5938615274803711,0.025716784450600872,0.5754110078627591,0.025901246335693177,11104,0.5592579250720461,0.013059593892573032
2G/3G/4G/5G,Zones intermediaires,Incar,VOIX,Communications réussies et sans perturbations audibles,0.8420195439739414,0.020399506231719843,0.7738287560581584,0.023304343579712485,0.8843977364591754,0.01781878967487918,0.8239095315024233,0.02121795074998926,9882,0.8310058692572354,0.010449283225225075
2G/3G/4G/5G,Zones denses,Incar,VOIX,Communications réussies et sans perturbations audibles,0.9156716417910448,0.014878542056322846,0.8272058823529411,0.020093606874393523,0.9116997792494481,0.015085272597349604,0.8541973490427098,0.01877016136348657,10834,0.877053719771091,0.008744750999558903
2G/3G/4G/5G,Zones Touristiques,Incar,VOIX,Communications réussies et sans perturbations audibles,0.8127659574468085,0.049876652724322366,0.7295081967213115,0.05573824635745684,0.8166666666666667,0.0489546086053571,0.7950819672131147,0.050647405056058976,1926,0.7881619937694704,0.02580789673631938
2G/3G/4G/5G,Toutes zones d'habitation,Incar,VOIX,Communications réussies et sans perturbations audibles,0.7740615976900866,0.012714552799005331,0.6988917708087715,0.013806646673766368,0.7932499409959878,0.012194238494167611,0.7499410238263742,0.013036443990630708,33746,0.753926391276003,0.006499155233821179
2G/3G/4G/5G,Zones rurales,Indoor,VOIX,Communications réussies et sans perturbations audibles,0.7728613569321534,0.022300907515521804,0.7658815132048536,0.02217357153319505,0.8572448251249107,0.018318308551948048,0.7685714285714286,0.02209238782929541,11116,0.7912918315940985,0.010684024243420262
2G/3G/4G/5G,Zones intermediaires,Indoor,VOIX,Communications réussies et sans perturbations audibles,0.9090909090909091,0.016125216498703056,0.8886198547215496,0.0175179109558801,0.9298387096774193,0.014216668067266892,0.8983870967741936,0.016817111808274877,9880,0.9064777327935223,0.008119488674513783
2G/3G/4G/5G,Zones denses,Indoor,VOIX,Communications réussies et sans perturbations audibles,0.9389880952380952,0.012796575752278275,0.8984547461368654,0.016059213113215825,0.9374540103016924,0.01287422405690846,0.9233038348082596,0.014163982162225183,10836,0.9245108896271687,0.007034524396547083
2G/3G/4G/5G,Zones Touristiques,Indoor,VOIX,Communications réussies et sans perturbations audibles,0.8962655601659751,0.03849704435184293,0.8155737704918032,0.048663588037321445,0.9426229508196722,0.029180939332722443,0.8524590163934426,0.04449940967542752,1946,0.8766700924974307,0.020661029108306448
2G/3G/4G/5G,Toutes zones d'habitation,Indoor,VOIX,Communications réussies et sans perturbations audibles,0.873618452666987,0.01009503355630955,0.8470421871317464,0.010830734466032058,0.909048067860509,0.008651029092416948,0.8608490566037735,0.010417888968680459,33778,0.8726389957960803,0.005027934936426736
